episode_id,agent,player,won,n_steps,archetype
84821280,THIRD PTCG Club,0,0,202,Fezandipiti ex
84821280,wkonishi,1,1,202,Dudunsparce
84821281,Yushin Ito,0,0,167,Marnie's Grimmsnarl ex
84821281,junlee789,1,1,167,Marnie's Grimmsnarl ex
84821282,bono,0,0,158,Fezandipiti ex
84821282,ごんさくよねきち,1,1,158,Marnie's Grimmsnarl ex
84821284,Gotem Penguin,0,1,126,Mega Froslass ex
84821284,Yushin Ito,1,0,126,Mega Starmie ex
84821285,nasuo445,0,0,199,Cynthia's Garchomp ex
84821285,tonakaiiii,1,1,199,Marnie's Grimmsnarl ex
84821289,WinDecks,0,1,93,Mega Starmie ex
84821289,wkonishi,1,0,93,Dudunsparce
84821293,ごんさくよねきち,0,0,139,Marnie's Grimmsnarl ex
84821293,于笑非lilishyxf,1,1,139,Mega Lucario ex
84821300,Rmy,0,1,124,Dudunsparce
84821300,zoroark190,1,0,124,Mega Kangaskhan ex
84821301,aaa,0,0,110,Fezandipiti ex
84821301,koga_poke,1,1,110,Yveltal
84821321,THIRD PTCG Club,0,0,152,Fezandipiti ex
84821321,Michael Long,1,1,152,Fezandipiti ex
84821338,matsurih,0,1,171,Dudunsparce
84821338,nasuo445,1,0,171,Cynthia's Garchomp ex
84821349,koga_poke,0,0,99,Yveltal
84821349,MPGaming,1,1,99,Mega Kangaskhan ex
84821681,capbloo,0,1,124,Alakazam
84821681,trickstar,1,0,124,Fezandipiti ex
84821735,WinDecks,0,0,120,Mega Starmie ex
84821735,Majkel1337,1,1,120,Bloodmoon Ursaluna
84821750,Yushin Ito,0,1,222,Marnie's Grimmsnarl ex
84821750,senkin13,1,0,222,Dudunsparce
84821763,team TDL,0,0,233,Marnie's Grimmsnarl ex
84821763,nasuo445,1,1,233,Cynthia's Garchomp ex
84821764,박강찬,0,0,106,Cynthia's Garchomp ex
84821764,Yushin Ito,1,1,106,Mega Starmie ex
84821770,LiamK,0,0,93,Cornerstone Mask Ogerpon ex
84821770,matsurih,1,1,93,Dudunsparce
84821772,Rmy,0,0,24,Dudunsparce
84821772,Akira-Ninth,1,1,24,Mega Lucario ex
84821773,Ajishio,0,1,168,Alakazam
84821773,Majkel1337,1,0,168,Dudunsparce
84821785,Xander,0,1,21,Archaludon ex
84821785,LiamK,1,0,21,Teal Mask Ogerpon ex
84821786,ごんさくよねきち,0,0,111,Marnie's Grimmsnarl ex
84821786,zoroark190,1,1,111,Mega Kangaskhan ex
84821791,ZETADIVISION,0,1,172,Dragapult ex
84821791,aidy,1,0,172,Dudunsparce
84821802,Sota Uchiyama,0,0,52,Marnie's Grimmsnarl ex
84821802,ごんさくよねきち,1,1,52,Marnie's Grimmsnarl ex
84821811,豆本豆豆包,0,0,139,Alakazam
84821811,aaa,1,1,139,Fezandipiti ex
84821865,kazuki0123,0,0,159,Marnie's Grimmsnarl ex
84821865,koga_poke,1,1,159,Yveltal
84821897,Bozo Boys,0,1,176,Alakazam
84821897,matsurih,1,0,176,Dudunsparce
84822198,박강찬,0,1,134,Cynthia's Garchomp ex
84822198,zoroark190,1,0,134,Mega Kangaskhan ex
84822199,Rmy,0,1,109,Dudunsparce
84822199,Boss's Orders Are All You Need,1,0,109,Shaymin
84822245,Majkel1337,0,1,145,Bloodmoon Ursaluna
84822245,zoroark190,1,0,145,Mega Kangaskhan ex
84822247,Majkel1337,0,1,157,Dudunsparce
84822247,niyo,1,0,157,Archaludon ex
84822256,Klein Houmani,0,0,179,Fezandipiti ex
84822256,Yushin Ito,1,1,179,Marnie's Grimmsnarl ex
84822260,豆本豆豆包,0,1,37,Alakazam
84822260,wkonishi,1,0,37,Dudunsparce
84822263,koga_poke,0,1,119,Yveltal
84822263,bono,1,0,119,Fezandipiti ex
84822264,matsurih,0,0,16,Dudunsparce
84822264,Yushin Ito,1,1,16,Mega Starmie ex
84822265,RK,0,1,119,Cornerstone Mask Ogerpon ex
84822265,nasuo445,1,0,119,Cynthia's Garchomp ex
84822266,lmaffei,0,1,76,Mega Lopunny ex
84822266,ZETADIVISION,1,0,76,Dragapult ex
84822268,LiamK,0,1,133,Cornerstone Mask Ogerpon ex
84822268,koga_poke,1,0,133,Yveltal
84822272,nasuo445,0,1,167,Cynthia's Garchomp ex
84822272,ごんさくよねきち,1,0,167,Marnie's Grimmsnarl ex
84822278,nasuo445,0,0,193,Cynthia's Garchomp ex
84822278,btk15049,1,1,193,Cornerstone Mask Ogerpon ex
84822280,junlee789,0,1,176,Marnie's Grimmsnarl ex
84822280,aaa,1,0,176,Fezandipiti ex
84822284,aaa,0,1,168,Fezandipiti ex
84822284,THIRD PTCG Club,1,0,168,Fezandipiti ex
84822374,Rmy,0,0,228,Dudunsparce
84822374,kazuki0123,1,1,228,Marnie's Grimmsnarl ex
84822384,tonakaiiii,0,0,157,Marnie's Grimmsnarl ex
84822384,Yushin Ito,1,1,157,Mega Starmie ex
84822385,やる気元気ミワハルキ,0,1,186,Mega Lucario ex
84822385,THIRD PTCG Club,1,0,186,Fezandipiti ex
84822647,Ketchum Alt,0,0,56,Dudunsparce
84822647,capbloo,1,1,56,Alakazam
84822725,Majkel1337,0,0,225,Bloodmoon Ursaluna
84822725,bono,1,1,225,Fezandipiti ex
84822732,aaa,0,1,153,Fezandipiti ex
84822732,wkonishi,1,0,153,Dudunsparce
84822741,Yushin Ito,0,1,137,Mega Starmie ex
84822741,ZETADIVISION,1,0,137,Dragapult ex
84822743,Yushin Ito,0,1,175,Marnie's Grimmsnarl ex
84822743,nasuo445,1,0,175,Cynthia's Garchomp ex
84822747,LiamK,0,1,149,Teal Mask Ogerpon ex
84822747,Michael Long,1,0,149,Fezandipiti ex
84822748,豆本豆豆包,0,1,109,Alakazam
84822748,WinDecks,1,0,109,Mega Starmie ex
84822751,tw_shin,0,1,191,Marnie's Grimmsnarl ex
84822751,bono,1,0,191,Fezandipiti ex
84822757,Rmy,0,1,226,Dudunsparce
84822757,THIRD PTCG Club,1,0,226,Fezandipiti ex
84822758,btk15049,0,0,145,Cornerstone Mask Ogerpon ex
84822758,zoroark190,1,1,145,Mega Kangaskhan ex
84822761,matsurih,0,1,91,Dudunsparce
84822761,Raihan Ramadistra,1,0,91,Mega Kangaskhan ex
84822763,btk15049,0,1,161,Cornerstone Mask Ogerpon ex
84822763,capbloo,1,0,161,Alakazam
84822766,wally0593,0,1,192,Dudunsparce
84822766,nasuo445,1,0,192,Cynthia's Garchomp ex
84822794,THIRD PTCG Club,0,1,100,Fezandipiti ex
84822794,渡邊征央,1,0,100,Marnie's Grimmsnarl ex
84822817,btk15049,0,1,215,Cornerstone Mask Ogerpon ex
84822817,Bozo Boys,1,0,215,Alakazam
84822833,Bozo Boys,0,1,212,Alakazam
84822833,Michael Long,1,0,212,Fezandipiti ex
84822972,matsurih,0,1,196,Dudunsparce
84822972,firstbreak32,1,0,196,Alakazam
84823063,tw_shin,0,0,162,Marnie's Grimmsnarl ex
84823063,RK,1,1,162,Cornerstone Mask Ogerpon ex
84823152,capbloo,0,1,104,Alakazam
84823152,zoroark190,1,0,104,Mega Kangaskhan ex
84823204,Yushin Ito,0,1,192,Marnie's Grimmsnarl ex
84823204,Majkel1337,1,0,192,Bloodmoon Ursaluna
84823206,Majkel1337,0,0,187,Dudunsparce
84823206,LiamK,1,1,187,Cornerstone Mask Ogerpon ex
84823210,LiamK,0,0,188,Teal Mask Ogerpon ex
84823210,Yushin Ito,1,1,188,Marnie's Grimmsnarl ex
84823215,Mykhailo Kalus,0,1,115,Marnie's Grimmsnarl ex
84823215,Yushin Ito,1,0,115,Mega Starmie ex
84823217,wkonishi,0,0,180,Dudunsparce
84823217,bono,1,1,180,Fezandipiti ex
84823224,LiamK,0,0,73,Cornerstone Mask Ogerpon ex
84823224,nasuo445,1,1,73,Cynthia's Garchomp ex
84823226,LiamK,0,1,146,Teal Mask Ogerpon ex
84823226,Sota Uchiyama,1,0,146,Marnie's Grimmsnarl ex
84823228,Rmy,0,0,142,Dudunsparce
84823228,于笑非lilishyxf,1,1,142,Mega Lucario ex
84823229,Yushin Ito,0,0,112,Mega Starmie ex
84823229,nasuo445,1,1,112,Cynthia's Garchomp ex
84823230,ごんさくよねきち,0,0,117,Marnie's Grimmsnarl ex
84823230,Bozo Boys,1,1,117,Alakazam
84823236,btk15049,0,0,183,Cornerstone Mask Ogerpon ex
84823236,Banjo,1,1,183,Mega Starmie ex
84823237,5.5,0,0,84,Alakazam
84823237,WinDecks,1,1,84,Mega Starmie ex
84823239,wally0593,0,0,249,Dudunsparce
84823239,aaa,1,1,249,Fezandipiti ex
84823243,aaa,0,1,183,Fezandipiti ex
84823243,btk15049,1,0,183,Cornerstone Mask Ogerpon ex
84823264,THIRD PTCG Club,0,0,28,Fezandipiti ex
84823264,btk15049,1,1,28,Cornerstone Mask Ogerpon ex
84823272,RK,0,1,136,Cornerstone Mask Ogerpon ex
84823272,Bozo Boys,1,0,136,Alakazam
84823298,junlee789,0,0,140,Marnie's Grimmsnarl ex
84823298,Rmy,1,1,140,Dudunsparce
84823319,THIRD PTCG Club,0,1,91,Fezandipiti ex
84823319,MPGaming,1,0,91,Mega Kangaskhan ex
84823448,ondy0705,0,1,106,Fezandipiti ex
84823448,ZETADIVISION,1,0,106,Dragapult ex
84823609,capbloo,0,0,195,Alakazam
84823609,Michael Long,1,1,195,Fezandipiti ex
84823684,firstbreak32,0,1,174,Alakazam
84823684,Majkel1337,1,0,174,Bloodmoon Ursaluna
84823688,capbloo,0,1,198,Alakazam
84823688,Majkel1337,1,0,198,Dudunsparce
84823693,Star-mine,0,0,83,Chandelure
84823693,Yushin Ito,1,1,83,Marnie's Grimmsnarl ex
84823698,bono,0,1,124,Fezandipiti ex
84823698,tonakaiiii,1,0,124,Marnie's Grimmsnarl ex
84823701,wkonishi,0,0,242,Dudunsparce
84823701,kashiwashira,1,1,242,Team Rocket's Mewtwo ex
84823704,firstbreak32,0,1,120,Alakazam
84823704,LiamK,1,0,120,Teal Mask Ogerpon ex
84823705,nasuo445,0,1,227,Cynthia's Garchomp ex
84823705,Majkel1337,1,0,227,Bloodmoon Ursaluna
84823707,WinDecks,0,0,107,Mega Starmie ex
84823707,capbloo,1,1,107,Alakazam
84823711,ojicat,0,0,131,Dragapult ex
84823711,ZETADIVISION,1,1,131,Dragapult ex
84823713,matsurih,0,1,176,Dudunsparce
84823713,btk15049,1,0,176,Cornerstone Mask Ogerpon ex
84823714,于笑非lilishyxf,0,1,96,Mega Lucario ex
84823714,zoroark190,1,0,96,Mega Kangaskhan ex
84823719,Moegi,0,0,25,Archaludon ex
84823719,ごんさくよねきち,1,1,25,Marnie's Grimmsnarl ex
84823721,wally0593,0,1,84,Dudunsparce
84823721,WinDecks,1,0,84,Mega Starmie ex
84823737,やる気元気ミワハルキ,0,1,146,Mega Lucario ex
84823737,豆本豆豆包,1,0,146,Alakazam
84823775,豆本豆豆包,0,1,169,Alakazam
84823775,Dũng Đỗ,1,0,169,Mega Kangaskhan ex
84823830,MPGaming,0,1,162,Mega Kangaskhan ex
84823830,junlee789,1,0,162,Marnie's Grimmsnarl ex
84824040,RK,0,1,32,Cornerstone Mask Ogerpon ex
84824040,Banjo,1,0,32,Mega Starmie ex
84824042,Yushin Ito,0,0,76,Mega Starmie ex
84824042,Majkel1337,1,1,76,Bloodmoon Ursaluna
84824067,Michael Long,0,1,148,Fezandipiti ex
84824067,bono,1,0,148,Fezandipiti ex
84824073,kazuki0123,0,1,138,Marnie's Grimmsnarl ex
84824073,WinDecks,1,0,138,Mega Starmie ex
84824074,matsurih,0,0,69,Dudunsparce
84824074,Yushin Ito,1,1,69,Mega Starmie ex
84824077,nasuo445,0,1,187,Cynthia's Garchomp ex
84824077,wally0593,1,0,187,Dudunsparce
84824080,Bozo Boys,0,0,21,Alakazam
84824080,やる気元気ミワハルキ,1,1,21,Mega Lucario ex
84824104,Abhyuday,0,1,154,Dudunsparce
84824104,THIRD PTCG Club,1,0,154,Fezandipiti ex
84824163,capbloo,0,1,184,Alakazam
84824163,matsurih,1,0,184,Dudunsparce
84824165,kazuki0123,0,1,186,Marnie's Grimmsnarl ex
84824165,bono,1,0,186,Fezandipiti ex
84824239,MPGaming,0,0,114,Mega Kangaskhan ex
84824239,Yushin Ito,1,1,114,Mega Starmie ex
84824243,Yushin Ito,0,1,138,Marnie's Grimmsnarl ex
84824243,capbloo,1,0,138,Alakazam
84824248,Majkel1337,0,1,128,Dudunsparce
84824248,Raihan Ramadistra,1,0,128,Mega Kangaskhan ex
84824251,LiamK,0,0,83,Teal Mask Ogerpon ex
84824251,bono,1,1,83,Fezandipiti ex
84824259,Abhyuday,0,1,210,Dudunsparce
84824259,wkonishi,1,0,210,Dudunsparce
84824269,ZETADIVISION,0,1,204,Dragapult ex
84824269,于笑非lilishyxf,1,0,204,Mega Lucario ex
84824270,ごんさくよねきち,0,0,238,Marnie's Grimmsnarl ex
84824270,btk15049,1,1,238,Cornerstone Mask Ogerpon ex
84824277,btk15049,0,1,166,Cornerstone Mask Ogerpon ex
84824277,aaa,1,0,166,Fezandipiti ex
84824282,Rmy,0,1,160,Dudunsparce
84824282,豆本豆豆包,1,0,160,Alakazam
84824502,RK,0,0,136,Cornerstone Mask Ogerpon ex
84824502,Bozo Boys,1,1,136,Alakazam
84824530,Yushin Ito,0,0,176,Mega Starmie ex
84824530,team TDL,1,1,176,Marnie's Grimmsnarl ex
84824598,Hase2727,0,1,253,Mega Kangaskhan ex
84824598,capbloo,1,0,253,Alakazam
84824652,capbloo,0,1,170,Alakazam
84824652,Majkel1337,1,0,170,Bloodmoon Ursaluna
84824656,Majkel1337,0,0,141,Dudunsparce
84824656,bono,1,1,141,Fezandipiti ex
84824658,Yushin Ito,0,1,157,Marnie's Grimmsnarl ex
84824658,bono,1,0,157,Fezandipiti ex
84824667,Yushin Ito,0,1,77,Mega Starmie ex
84824667,nasuo445,1,0,77,Cynthia's Garchomp ex
84824671,nasuo445,0,1,184,Cynthia's Garchomp ex
84824671,Yudai Ueno,1,0,184,Marnie's Grimmsnarl ex
84824672,Rmy,0,0,184,Dudunsparce
84824672,bono,1,1,184,Fezandipiti ex
84824676,豆本豆豆包,0,0,171,Alakazam
84824676,Michael Long,1,1,171,Fezandipiti ex
84824679,kazuki0123,0,0,275,Marnie's Grimmsnarl ex
84824679,ZETADIVISION,1,1,275,Dragapult ex
84824681,Rmy,0,0,193,Dudunsparce
84824681,kazuki0123,1,1,193,Marnie's Grimmsnarl ex
84824683,matsurih,0,1,156,Dudunsparce
84824683,zoroark190,1,0,156,Mega Kangaskhan ex
84824685,豆本豆豆包,0,0,163,Alakazam
84824685,ごんさくよねきち,1,1,163,Marnie's Grimmsnarl ex
84824686,kazuki0123,0,0,170,Marnie's Grimmsnarl ex
84824686,zoroark190,1,1,170,Mega Kangaskhan ex
84824688,LiamK,0,0,103,Teal Mask Ogerpon ex
84824688,Ajishio,1,1,103,Alakazam
84824689,WinDecks,0,0,125,Mega Starmie ex
84824689,koga_poke,1,1,125,Yveltal
84824691,やる気元気ミワハルキ,0,0,133,Mega Lucario ex
84824691,Majkel1337,1,1,133,Dudunsparce
84824704,ZETADIVISION,0,0,200,Dragapult ex
84824704,nasuo445,1,1,200,Cynthia's Garchomp ex
84824715,wally0593,0,1,217,Dudunsparce
84824715,豆本豆豆包,1,0,217,Alakazam
84824737,aaa,0,1,191,Fezandipiti ex
84824737,btk15049,1,0,191,Cornerstone Mask Ogerpon ex
84824763,Ajishio,0,0,32,Alakazam
84824763,WinDecks,1,1,32,Mega Starmie ex
84825123,Majkel1337,0,1,241,Bloodmoon Ursaluna
84825123,Yushin Ito,1,0,241,Marnie's Grimmsnarl ex
84825131,Majkel1337,0,1,161,Dudunsparce
84825131,mw,1,0,161,Dragapult ex
84825143,bono,0,1,156,Fezandipiti ex
84825143,Ajishio,1,0,156,Alakazam
84825145,Yushin Ito,0,1,47,Mega Starmie ex
84825145,Ajishio,1,0,47,Alakazam
84825150,Michael Long,0,1,141,Fezandipiti ex
84825150,zoroark190,1,0,141,Mega Kangaskhan ex
84825155,kazuki0123,0,1,200,Marnie's Grimmsnarl ex
84825155,wkonishi,1,0,200,Dudunsparce
84825159,LiamK,0,1,204,Teal Mask Ogerpon ex
84825159,Yushin Ito,1,0,204,Marnie's Grimmsnarl ex
84825160,koga_poke,0,0,126,Yveltal
84825160,LiamK,1,1,126,Teal Mask Ogerpon ex
84825161,kazuki0123,0,1,182,Marnie's Grimmsnarl ex
84825161,matsurih,1,0,182,Dudunsparce
84825170,wally0593,0,1,203,Dudunsparce
84825170,wkonishi,1,0,203,Dudunsparce
84825171,nasuo445,0,1,155,Cynthia's Garchomp ex
84825171,LiamK,1,0,155,Cornerstone Mask Ogerpon ex
84825195,やる気元気ミワハルキ,0,0,144,Mega Lucario ex
84825195,Dũng Đỗ,1,1,144,Mega Kangaskhan ex
84825200,ZETADIVISION,0,1,205,Dragapult ex
84825200,junlee789,1,0,205,Marnie's Grimmsnarl ex
84825204,nasuo445,0,1,208,Cynthia's Garchomp ex
84825204,btk15049,1,0,208,Cornerstone Mask Ogerpon ex
84825209,bono,0,1,125,Mega Kangaskhan ex
84825209,Rmy,1,0,125,Dudunsparce
84825214,Sota Uchiyama,0,1,259,Marnie's Grimmsnarl ex
84825214,kazuki0123,1,0,259,Marnie's Grimmsnarl ex
84825420,tonakaiiii,0,0,141,Marnie's Grimmsnarl ex
84825420,Topdecking is All You Need,1,1,141,Cynthia's Garchomp ex
84825484,RK,0,0,195,Cornerstone Mask Ogerpon ex
84825484,Michael Long,1,1,195,Fezandipiti ex
84825522,kashiwashira,0,0,178,Team Rocket's Mewtwo ex
84825522,lmaffei,1,1,178,Mega Lopunny ex
84825585,Ajishio,0,0,194,Alakazam
84825585,capbloo,1,1,194,Alakazam
84825625,LiamK,0,0,116,Teal Mask Ogerpon ex
84825625,Majkel1337,1,1,116,Bloodmoon Ursaluna
84825627,Michael Long,0,1,212,Fezandipiti ex
84825627,Majkel1337,1,0,212,Dudunsparce
84825628,Yushin Ito,0,0,148,Marnie's Grimmsnarl ex
84825628,bono,1,1,148,Fezandipiti ex
84825637,trickstar,0,1,92,Fezandipiti ex
84825637,Yushin Ito,1,0,92,Mega Starmie ex
84825640,Oleksandr_Savsunenko,0,0,159,Dudunsparce
84825640,bono,1,1,159,Fezandipiti ex
84825641,nasuo445,0,1,133,Cynthia's Garchomp ex
84825641,変化の書ゾロアーク,1,0,133,Alakazam
84825644,Bozo Boys,0,1,221,Alakazam
84825644,Michael Long,1,0,221,Fezandipiti ex
84825648,iwashi,0,1,151,Marnie's Grimmsnarl ex
84825648,ZETADIVISION,1,0,151,Dragapult ex
84825649,LiamK,0,1,127,Cornerstone Mask Ogerpon ex
84825649,trickstar,1,0,127,Fezandipiti ex
84825654,Boss's Orders Are All You Need,0,1,104,Shaymin
84825654,LiamK,1,0,104,Teal Mask Ogerpon ex
84825657,Yushin Ito,0,0,55,Mega Starmie ex
84825657,matsurih,1,1,55,Dudunsparce
84825659,Rmy,0,0,166,Dudunsparce
84825659,aaa,1,1,166,Fezandipiti ex
84825660,wkonishi,0,0,104,Dudunsparce
84825660,LiamK,1,1,104,Cornerstone Mask Ogerpon ex
84825670,Topdecking is All You Need,0,1,160,Cynthia's Garchomp ex
84825670,やる気元気ミワハルキ,1,0,160,Mega Lucario ex
84825675,kazuki0123,0,1,119,Marnie's Grimmsnarl ex
84825675,THIRD PTCG Club,1,0,119,Fezandipiti ex
84825688,nasuo445,0,0,131,Cynthia's Garchomp ex
84825688,koga_poke,1,1,131,Yveltal
84825764,Topdecking is All You Need,0,1,126,Cynthia's Garchomp ex
84825764,Sota Uchiyama,1,0,126,Marnie's Grimmsnarl ex
84825765,koga_poke,0,0,57,Yveltal
84825765,capbloo,1,1,57,Alakazam
84825913,ひろたこう,0,0,161,Cynthia's Garchomp ex
84825913,Topdecking is All You Need,1,1,161,Cynthia's Garchomp ex
84826070,Yushin Ito,0,1,115,Marnie's Grimmsnarl ex
84826070,capbloo,1,0,115,Alakazam
84826108,Majkel1337,0,0,235,Bloodmoon Ursaluna
84826108,kazuki0123,1,1,235,Marnie's Grimmsnarl ex
84826110,aaa,0,0,222,Fezandipiti ex
84826110,Majkel1337,1,1,222,Dudunsparce
84826115,Topdecking is All You Need,0,1,248,Cynthia's Garchomp ex
84826115,Yushin Ito,1,0,248,Marnie's Grimmsnarl ex
84826120,Voyager,0,0,171,Fezandipiti ex
84826120,bono,1,1,171,Fezandipiti ex
84826123,nasuo445,0,1,146,Cynthia's Garchomp ex
84826123,Akira-Ninth,1,0,146,Mega Lucario ex
84826128,aidy,0,1,127,Dudunsparce
84826128,Yushin Ito,1,0,127,Mega Starmie ex
84826130,LiamK,0,1,155,Cornerstone Mask Ogerpon ex
84826130,ZETADIVISION,1,0,155,Dragapult ex
84826131,Xander,0,1,179,Archaludon ex
84826131,Michael Long,1,0,179,Fezandipiti ex
84826134,LiamK,0,0,85,Teal Mask Ogerpon ex
84826134,wkonishi,1,1,85,Dudunsparce
84826136,Raihan Ramadistra,0,1,135,Mega Kangaskhan ex
84826136,Rmy,1,0,135,Dudunsparce
84826137,btk15049,0,1,13,Cornerstone Mask Ogerpon ex
84826137,wally0593,1,0,13,Dudunsparce
84826139,kashiwashira,0,0,119,Team Rocket's Mewtwo ex
84826139,bono,1,1,119,Mega Kangaskhan ex
84826141,WinDecks,0,0,141,Mega Starmie ex
84826141,kazuki0123,1,1,141,Marnie's Grimmsnarl ex
84826142,kazuki0123,0,0,143,Marnie's Grimmsnarl ex
84826142,koga_poke,1,1,143,Yveltal
84826147,Bozo Boys,0,1,194,Alakazam
84826147,NoOne,1,0,194,Dudunsparce
84826153,btk15049,0,1,155,Cornerstone Mask Ogerpon ex
84826153,lmaffei,1,0,155,Mega Lopunny ex
84826204,btk15049,0,1,174,Cornerstone Mask Ogerpon ex
84826204,aaa,1,0,174,Fezandipiti ex
84826239,Hase2727,0,0,96,Mega Kangaskhan ex
84826239,koga_poke,1,1,96,Yveltal
84826401,Topdecking is All You Need,0,0,205,Cynthia's Garchomp ex
84826401,junlee789,1,1,205,Marnie's Grimmsnarl ex
84826547,capbloo,0,0,185,Alakazam
84826547,THIRD PTCG Club,1,1,185,Fezandipiti ex
84826592,Majkel1337,0,1,168,Bloodmoon Ursaluna
84826592,wally0593,1,0,168,Dudunsparce
84826596,Yushin Ito,0,1,104,Marnie's Grimmsnarl ex
84826596,MPGaming,1,0,104,Mega Kangaskhan ex
84826597,Hase2727,0,0,85,Mega Kangaskhan ex
84826597,Majkel1337,1,1,85,Dudunsparce
84826600,bono,0,1,201,Fezandipiti ex
84826600,kuromoka,1,0,201,Cynthia's Garchomp ex
84826607,nasuo445,0,1,114,Cynthia's Garchomp ex
84826607,Hase2727,1,0,114,Mega Kangaskhan ex
84826609,Michael Long,0,1,146,Fezandipiti ex
84826609,tonakaiiii,1,0,146,Marnie's Grimmsnarl ex
84826613,Oleksandr_Savsunenko,0,0,78,Dudunsparce
84826613,Yushin Ito,1,1,78,Mega Starmie ex
84826616,LiamK,0,1,195,Cornerstone Mask Ogerpon ex
84826616,ZETADIVISION,1,0,195,Dragapult ex
84826622,bono,0,0,93,Mega Kangaskhan ex
84826622,wally0593,1,1,93,Dudunsparce
84826623,LiamK,0,0,25,Teal Mask Ogerpon ex
84826623,Akira-Ninth,1,1,25,Mega Lucario ex
84826624,kazuki0123,0,1,31,Marnie's Grimmsnarl ex
84826624,于笑非lilishyxf,1,0,31,Mega Lucario ex
84826627,Hase2727,0,0,54,Mega Kangaskhan ex
84826627,Bozo Boys,1,1,54,Alakazam
84826629,Michael Long,0,0,221,Fezandipiti ex
84826629,Rmy,1,1,221,Dudunsparce
84826630,WinDecks,0,1,163,Mega Starmie ex
84826630,ZETADIVISION,1,0,163,Dragapult ex
84826633,wally0593,0,0,225,Dudunsparce
84826633,suwat513,1,1,225,Fezandipiti ex
84826635,btk15049,0,0,126,Cornerstone Mask Ogerpon ex
84826635,Xander,1,1,126,Archaludon ex
84826672,aaa,0,1,184,Fezandipiti ex
84826672,Bozo Boys,1,0,184,Alakazam
84826721,btk15049,0,1,161,Cornerstone Mask Ogerpon ex
84826721,aaa,1,0,161,Fezandipiti ex
84826910,Topdecking is All You Need,0,1,149,Cynthia's Garchomp ex
84826910,豆本豆豆包,1,0,149,Alakazam
84826931,YIN,0,0,104,Archaludon ex
84826931,Bozo Boys,1,1,104,Alakazam
84827016,nasuo445,0,1,156,Cynthia's Garchomp ex
84827016,koga_poke,1,0,156,Yveltal
84827024,kidekikish,0,0,85,Chandelure
84827024,Michael Long,1,1,85,Fezandipiti ex
84827034,matsurih,0,1,170,Dudunsparce
84827034,bono,1,0,170,Fezandipiti ex
84827037,kazuki0123,0,1,51,Marnie's Grimmsnarl ex
84827037,Yushin Ito,1,0,51,Mega Starmie ex
84827077,capbloo,0,1,73,Alakazam
84827077,WinDecks,1,0,73,Mega Starmie ex
84827142,mitomeat823,0,0,81,Mega Lucario ex
84827142,Yushin Ito,1,1,81,Mega Starmie ex
84827147,nasuo445,0,0,184,Cynthia's Garchomp ex
84827147,Raihan Ramadistra,1,1,184,Mega Kangaskhan ex
84827162,THIRD PTCG Club,0,1,169,Fezandipiti ex
84827162,ごんさくよねきち,1,0,169,Marnie's Grimmsnarl ex
84827177,YIN,0,1,149,Archaludon ex
84827177,Majkel1337,1,0,149,Dudunsparce
84827178,LiamK,0,0,28,Teal Mask Ogerpon ex
84827178,zoroark190,1,1,28,Mega Kangaskhan ex
84827182,btk15049,0,0,246,Cornerstone Mask Ogerpon ex
84827182,ZETADIVISION,1,1,246,Dragapult ex
84827183,Dũng Đỗ,0,0,134,Mega Kangaskhan ex
84827183,wkonishi,1,1,134,Dudunsparce
84827189,btk15049,0,1,33,Cornerstone Mask Ogerpon ex
84827189,bono,1,0,33,Fezandipiti ex
84827222,aaa,0,1,211,Fezandipiti ex
84827222,Bozo Boys,1,0,211,Alakazam
84827400,Topdecking is All You Need,0,0,153,Cynthia's Garchomp ex
84827400,YIN,1,1,153,Archaludon ex
84827557,Bozo Boys,0,1,227,Alakazam
84827557,capbloo,1,0,227,Alakazam
84827568,ごんさくよねきち,0,1,209,Marnie's Grimmsnarl ex
84827568,박강찬,1,0,209,Cynthia's Garchomp ex
84827576,Majkel1337,0,1,112,Bloodmoon Ursaluna
84827576,Niche,1,0,112,Archaludon ex
84827583,Majkel1337,0,0,191,Dudunsparce
84827583,btk15049,1,1,191,Cornerstone Mask Ogerpon ex
84827586,nasuo445,0,0,194,Cynthia's Garchomp ex
84827586,Majkel1337,1,1,194,Bloodmoon Ursaluna
84827593,Michael Long,0,1,131,Fezandipiti ex
84827593,kawachi,1,0,131,Fezandipiti ex
84827594,bono,0,0,170,Fezandipiti ex
84827594,Topdecking is All You Need,1,1,170,Cynthia's Garchomp ex
84827601,kidekikish,0,0,60,Chandelure
84827601,Rmy,1,1,60,Dudunsparce
84827602,koga_poke,0,0,159,Yveltal
84827602,jiatu.l,1,1,159,Marnie's Grimmsnarl ex
84827605,wkonishi,0,0,222,Dudunsparce
84827605,Bozo Boys,1,1,222,Alakazam
84827606,Gotem Penguin,0,0,141,Mega Froslass ex
84827606,bono,1,1,141,Mega Kangaskhan ex
84827608,ごんさくよねきち,0,1,83,Marnie's Grimmsnarl ex
84827608,박강찬,1,0,83,Cynthia's Garchomp ex
84827609,zoroark190,0,0,103,Mega Kangaskhan ex
84827609,Gotem Penguin,1,1,103,Mega Froslass ex
84827610,nasuo445,0,0,112,Cynthia's Garchomp ex
84827610,wkonishi,1,1,112,Dudunsparce
84827611,THIRD PTCG Club,0,1,57,Fezandipiti ex
84827611,ごんさくよねきち,1,0,57,Marnie's Grimmsnarl ex
